Date,team_avg(*C),team_min(*C),team_max(*C),prcp,snow,wind_speed(m/s),Rain_probability(%)
12/25/1998,18.7,14.6,27.9,,0,34.89,0
12/26/1998,18.6,,26.4,0,0,34.89,0
12/27/1998,18.2,11.9,28,0,0,34.89,0
12/28/1998,17.4,11,27.5,0,0,34.89,0
12/29/1998,19.1,11.3,28.7,0,0,34.89,0
12/30/1998,19.6,11.3,28.3,,0,34.89,0
12/31/1998,20.3,12.3,28.4,,0,34.89,0
1/1/1999,20.4,14.1,27.9,,0,34.89,0
1/2/1999,18.6,12.8,26.7,,0,34.89,0
1/3/1999,18,11.2,26.5,,0,34.89,0
1/4/1999,19.1,11.1,27.5,,0,34.89,0
1/5/1999,20.6,12.2,28.8,,0,34.89,0
1/6/1999,21,15,28.3,,0,34.89,0
1/7/1999,22.4,17.2,29.1,,0,34.89,0
1/8/1999,21.8,17.1,29.5,,0,34.89,0
1/9/1999,21.8,16.4,28.5,,0,34.89,0
1/10/1999,,,,,0,34.89,0
1/11/1999,18,13.2,25.7,,0,34.89,0
1/12/1999,15.7,11.6,,,0,34.89,0
1/13/1999,18.2,11.3,27.2,,0,34.89,0
1/14/1999,17.9,12,,,0,34.89,0
1/15/1999,19.2,11.8,27.5,,0,34.89,0
1/16/1999,19.2,11.3,27.5,,0,34.89,0
1/17/1999,19.4,11.3,28.1,,0,34.89,0
1/18/1999,19.3,13.5,28.2,,0,34.89,21
1/19/1999,19.6,12.8,29,,0,34.89,21
1/20/1999,20.9,12.8,28,,0,34.89,21
1/21/1999,20.2,11.6,30.3,0,0,34.89,21
1/22/1999,23.3,,32.5,0,0,34.89,21
1/23/1999,23.2,15.2,31.9,0,0,34.89,21
1/24/1999,23.2,13.1,33.8,0,0,34.89,21
1/25/1999,23.7,14.8,33.4,0,0,34.89,21
1/26/1999,23.4,16.6,31.9,0,0,34.89,21
1/27/1999,21.5,15.1,30.4,0,0,34.89,21
1/28/1999,20.2,10.9,30.6,0,0,34.89,21
1/29/1999,23.8,13.8,33.4,0,0,34.89,21
1/30/1999,21.2,17.1,30.2,0,0,34.89,21
1/31/1999,23.6,16.3,30,0,0,34.89,21
2/1/1999,22.9,16.9,30.6,0,0,34.89,21
2/2/1999,25.2,14.6,30.3,0,0,34.89,21
2/3/1999,22.6,15,31.5,0,0,34.89,21
2/4/1999,23.4,15.6,32.4,0,0,34.89,21
2/5/1999,24.6,17.4,32.8,0,0,34.89,21
2/6/1999,23.4,16.3,32.1,0,0,23.98,21
2/7/1999,24.7,17.1,32.3,0,0,23.98,21
2/8/1999,25.3,18.6,32.7,0,0,23.98,21
2/9/1999,23.3,17.4,31.3,0,0,23.98,21
2/10/1999,24.9,15,31.9,0,0,23.98,21
2/11/1999,24.5,,32.9,0,0,23.98,21
2/12/1999,24.9,18,33.9,0,0,23.98,21
2/13/1999,25.5,17.5,34.5,0,0,23.98,21
2/14/1999,25.3,17.9,33.8,0,0,23.98,21
2/15/1999,25.4,18.1,34.3,0,0,23.98,21
2/16/1999,25.7,20.6,34.3,0,0,23.98,21
2/17/1999,26.2,17.5,35.4,0,0,56.45,21
2/18/1999,26.8,18.6,36,0,0,56.45,21
2/19/1999,26.8,19.1,36.7,0,0,56.45,21
2/20/1999,26.6,18.6,35.2,0,0,56.45,21
2/21/1999,27.4,20.3,35.5,0,0,56.45,21
2/22/1999,27.5,20.6,36.2,0,0,56.45,21
2/23/1999,28.1,22.1,36.5,0,0,56.45,21
2/24/1999,28.7,23.2,36.3,0,0,56.45,21
2/25/1999,29.2,23.7,37.6,0,0,56.45,21
2/26/1999,27.9,23.8,38.4,0,0,56.45,21
2/27/1999,28.9,23.4,35.9,0,0,56.45,21
2/28/1999,27.4,21.6,35.2,0,0,56.45,21
3/1/1999,27.1,19.1,35.2,0,0,56.45,21
3/2/1999,26.8,20.6,35.3,0,0,56.45,21
3/3/1999,26.7,20.1,35.8,0,0,56.45,21
3/4/1999,27.2,19.5,36.2,0,0,56.45,21
3/5/1999,28.9,20,38.2,0,0,56.45,21
3/6/1999,29.8,19.4,38.2,0,0,56.45,21
3/7/1999,29.1,19.2,39.7,0,0,56.45,21
3/8/1999,29.8,22.7,40.4,0,0,56.45,21
3/9/1999,30.1,20.2,40.7,0,0,56.45,21
3/10/1999,28.2,24,39.2,0,0,56.45,21
3/11/1999,28.4,23.6,39.3,0,0,56.45,21
3/12/1999,29.9,23.1,38.9,0,0,56.45,21
3/13/1999,28.6,21.6,38.9,0,0,56.45,21
3/14/1999,27.4,23.3,33.1,0,0,56.45,21
3/15/1999,28.4,22.9,35.9,0,0,56.45,21
3/16/1999,29.8,23.2,37.3,0,0,56.45,21
3/17/1999,28.6,22.6,37.2,0,0,56.45,21
3/18/1999,31,25.1,41,0,0,56.45,21
3/19/1999,29.3,23.2,38.7,0,0,56.45,21
3/20/1999,28.9,21.6,,0,0,56.45,21
3/21/1999,28.8,24.6,35.3,0,0,56.45,21
3/22/1999,29.3,24.7,36.1,0,0,56.45,21
3/23/1999,28.1,24,37,0,0,56.45,21
3/24/1999,30.7,25,36.6,0,0,56.45,21
3/25/1999,29.3,25.2,,0,0,56.45,21
3/26/1999,31.5,26.7,40.4,0,0,56.45,21
3/27/1999,31.4,26,39,0,0,56.45,21
3/28/1999,30.3,23.7,39.7,0,0,56.45,21
3/29/1999,30.4,24.1,39.8,0,0,56.45,21
3/30/1999,29.8,25.6,37.9,0,0,56.45,21
3/31/1999,31.6,,41,0,0,56.45,21
4/1/1999,30.1,25,42.2,0,0,56.45,21
4/2/1999,30.1,25.9,38.4,0,0,56.45,34
4/3/1999,31.4,24.8,39.1,0,0,56.45,34
4/4/1999,30,24.8,37.3,0,0,56.45,34
4/5/1999,29.6,25.7,35.2,0,0,56.45,34
4/6/1999,28.9,25.7,36.2,0,0,56.45,34
4/7/1999,31.7,25.6,41.3,0,0,56.45,34
4/8/1999,30.7,26.9,,0,0,56.45,34
4/9/1999,30.6,26.7,35.6,0,0,56.45,34
4/10/1999,31.4,25.6,38.1,0,0,56.45,34
4/11/1999,31.1,27.9,37.6,0,0,56.45,34
4/12/1999,30.8,26.9,37.7,0,0,56.45,34
4/13/1999,32,27.1,40.4,0,0,56.45,34
4/14/1999,32,27.3,40.6,0,0,56.45,34
4/15/1999,32.3,27.1,39.9,0,0,56.45,34
4/16/1999,31.7,27.1,37.7,0,0,56.45,34
4/17/1999,31.7,,38.1,0,0,56.45,34
4/18/1999,31.6,26.7,38.9,0,0,56.45,34
4/19/1999,32.2,,39,0,0,56.45,34
4/20/1999,32.6,27,,0,0,56.45,34
4/21/1999,32.2,26.6,39.6,0,0,56.45,34
4/22/1999,31.8,27.1,39.2,0,0,56.45,34
4/23/1999,32.1,27.4,38.2,0,0,56.45,34
4/24/1999,32.3,28,39.2,0,0,56.45,34
4/25/1999,32.8,28.6,40.2,0,0,56.45,34
4/26/1999,32.2,28.1,39.9,0,0,56.45,34
4/27/1999,32.2,28.8,38.3,0,0,56.45,34
4/28/1999,32.1,28.8,38.7,0,0,56.45,34
4/29/1999,31.7,29,37.4,0,0,56.45,34
4/30/1999,31.8,28.4,,0,0,56.45,34
5/1/1999,32.2,28.9,,0,0,56.45,34
5/2/1999,32.1,28.9,,0,0,56.45,34
5/3/1999,31.7,28.5,37.1,0,0,56.45,34
5/4/1999,32.1,,37.8,0,0,56.45,34
5/5/1999,31.1,26.1,37.8,0,0,56.45,34
5/6/1999,32.7,28.2,39.1,0,0,56.45,34
5/7/1999,32.2,27.7,40.7,0,0,56.45,34
5/8/1999,32.5,,41.4,0,0,56.45,34
5/9/1999,29.6,,39.3,0,0,56.45,34
5/10/1999,29.4,24.1,36,0,0,56.45,34
5/11/1999,30.7,25.4,37.2,0,0,56.45,34
5/12/1999,29.5,,38.2,0,0,56.45,34
5/13/1999,27.3,22.6,37,0,0,56.45,34
5/14/1999,31.2,23.5,36.4,0,0,56.45,34
5/15/1999,28.4,,35.2,0,0,56.45,34
5/16/1999,30.9,,37.2,0,0,56.45,34
5/17/1999,30.9,,38,0,0,56.45,34
5/18/1999,31.4,27.2,38.2,0,0,56.45,34
5/19/1999,28.4,,,0,0,56.45,34
5/20/1999,29.5,23.5,35,14,0,56.45,34
5/21/1999,27.4,,,0,0,56.45,34
5/22/1999,29.9,24.2,33.8,10.9,0,56.45,34
5/23/1999,31.2,,40,0,0,56.45,34
5/24/1999,27,23.1,29.7,78,0,56.45,34
5/25/1999,30.1,25.2,35.6,0,0,56.45,34
5/26/1999,27.7,,29.8,0,0,56.45,34
5/27/1999,25.9,24.5,26.7,3,0,56.45,34
5/28/1999,28.4,24.5,32.4,17,0,56.45,34
5/29/1999,29.5,23.6,35.1,3,0,56.45,34
5/30/1999,31.4,27.2,35.5,0,0,56.45,34
5/31/1999,33.2,28,41,,0,56.45,34
6/1/1999,33.1,28.4,40.9,,0,56.45,34
6/2/1999,32.6,28.2,39,,0,56.45,34
6/3/1999,28.7,25.6,32.7,1,0,56.45,34
6/4/1999,27.1,,36.9,0,0,56.45,34
6/5/1999,30.4,23.1,35.1,18,0,56.45,34
6/6/1999,30.6,26.2,37.2,0,0,56.45,34
6/7/1999,31.4,26.5,37.4,,0,56.45,34
6/8/1999,32.7,28,,,0,56.45,34
6/9/1999,30.8,,34.1,,0,56.45,34
6/10/1999,27.2,25.8,29,2,0,56.45,34
6/11/1999,27.1,24.5,28.5,26.9,0,56.45,34
6/12/1999,28.8,26.6,33.1,14,0,56.45,34
6/13/1999,30.6,26.7,35.2,0,0,56.45,34
6/14/1999,30.4,27.2,35.1,0.8,0,56.45,34
6/15/1999,27.6,,33.9,0,0,56.45,34
6/16/1999,27,25.2,29.8,26.9,0,56.45,34
6/17/1999,27.9,25.6,31.2,29,0,56.45,34
6/18/1999,27.8,,31.5,5.1,0,56.45,34
6/19/1999,28.8,26.3,32.2,1,0,56.45,34
6/20/1999,28.9,,32.9,0,0,56.45,34
6/21/1999,26.5,25.5,28,19.1,0,56.45,34
6/22/1999,25.8,,26.6,4.1,0,56.45,34
6/23/1999,28.7,25.1,,13,0,56.45,34
6/24/1999,28.7,26.5,33.1,0,0,56.45,34
6/25/1999,28.8,25.7,35,,0,56.45,34
6/26/1999,31.1,26.1,36.2,,0,56.45,34
6/27/1999,28.5,,35.1,,0,56.45,34
6/28/1999,29.4,,,,0,56.45,34
6/29/1999,,,,,0,56.45,34
6/30/1999,,,,,0,56.45,34
7/1/1999,31.2,23.4,,36.1,0,56.45,34
7/2/1999,31.2,26.1,35.5,0,0,56.45,34
7/3/1999,30.8,26,35.7,,0,56.45,34
7/4/1999,26.7,,,,0,56.45,34
7/5/1999,28.1,24.6,32.7,,0,56.45,34
7/6/1999,27.1,,30.6,,0,56.45,34
7/7/1999,26.7,25.1,30.2,,0,56.45,34
7/8/1999,29.4,25.3,33.9,0,0,56.45,34
7/9/1999,30,26.7,34.3,,0,56.45,34
7/10/1999,29.4,,33.9,,0,56.45,34
7/11/1999,26.6,,32.4,,0,56.45,34
7/12/1999,28,24.7,32.4,37.1,0,56.45,34
7/13/1999,28.2,26,31.3,0,0,56.45,34
7/14/1999,25.1,22.9,,14,0,56.45,34
7/15/1999,26.7,23.2,,6.1,0,56.45,34
7/16/1999,28.6,25.5,33.1,20.1,0,56.45,34
7/17/1999,28.9,26.4,32,0,0,56.45,34
7/18/1999,29,26.3,33.1,,0,56.45,34
7/19/1999,28.6,27.2,31.8,,0,56.45,34
7/20/1999,28.6,26.5,32.5,0,0,56.45,34
7/21/1999,27.1,24.5,30.3,10.9,0,56.45,34
7/22/1999,28,25.5,31.4,2,0,56.45,34
7/23/1999,28.1,25.2,31.3,0.5,0,56.45,34
7/24/1999,28.8,,31.9,0,0,56.45,34
7/25/1999,27.3,26,,0,0,15.87,34
7/26/1999,25.9,24.5,28.6,18,0,15.87,34
7/27/1999,25.6,25,26.1,45,0,15.87,34
7/28/1999,27.4,,30.1,38.1,0,15.87,34
7/29/1999,28.9,24.4,33.2,8.9,0,15.87,34
7/30/1999,28.4,,33.1,0.8,0,15.87,34
7/31/1999,27.7,,32.5,0.5,0,15.87,34
8/1/1999,26.5,24.5,28.6,20.1,0,15.87,34
8/2/1999,26.4,25,28.4,49,0,15.87,34
8/3/1999,27,25.3,31.1,10.9,0,15.87,34
8/4/1999,27.3,25.6,31.4,23.9,0,15.87,34
8/5/1999,27.4,25.4,29.1,4.1,0,15.87,34
8/6/1999,26.9,,29.3,27.9,0,15.87,34
8/7/1999,26.9,25.3,,5.1,0,15.87,34
8/8/1999,27.6,,30.3,0,0,15.87,34
8/9/1999,28.9,25.9,32.3,5.1,0,15.87,34
8/10/1999,28.7,,32.6,0,0,15.87,34
8/11/1999,28.8,25,33.4,6.1,0,15.87,34
8/12/1999,28.7,24.9,33.2,22.1,0,15.87,34
8/13/1999,27.1,25.3,31.1,18,0,15.87,34
8/14/1999,28.7,25.5,,7.1,0,15.87,34
8/15/1999,28.3,,32.5,0,0,15.87,34
8/16/1999,27.6,23.2,32.8,50,0,15.87,34
8/17/1999,28.1,24.4,32,11.9,0,15.87,34
8/18/1999,28.7,25.5,33.5,4.1,0,15.87,34
8/19/1999,28.3,25.6,31.9,0,0,15.87,34
8/20/1999,28.2,25.8,32.8,,0,15.87,34
8/21/1999,29,25.5,33.1,,0,15.87,34
8/22/1999,30.6,26.2,34.7,,0,15.87,34
8/23/1999,30.2,26.6,34.5,0,0,15.87,34
8/24/1999,29.6,,33.4,,0,15.87,34
8/25/1999,28.8,26.3,34.1,,0,15.87,34
8/26/1999,27.7,,31.3,,0,15.87,34
8/27/1999,26.8,24.5,33,45,0,15.87,34
8/28/1999,26.5,24.8,30.8,14,0,15.87,34
8/29/1999,27.1,24.7,28.9,26.9,0,15.87,34
8/30/1999,27.2,,30.5,0.8,0,15.87,34
8/31/1999,28.4,25.5,31.9,0.3,0,15.87,34
9/1/1999,27.6,25.9,30.7,0,0,15.87,34
9/2/1999,27.4,25.9,29.8,0.8,0,15.87,34
9/3/1999,27.9,26,31.6,0.5,0,15.87,34
9/4/1999,28.5,25.7,30.9,3,0,15.87,34
9/5/1999,28.8,,32.2,0,0,15.87,34
9/6/1999,29.7,26,34,0.3,0,15.87,34
9/7/1999,29.9,26.2,34.3,0,0,15.87,34
9/8/1999,28.3,,33.3,2,0,15.87,34
9/9/1999,27.9,25.7,31.9,5.1,0,15.87,34
9/10/1999,26.7,,30.1,3,0,15.87,34
9/11/1999,26.4,24.9,29.3,39.1,0,15.87,34
9/12/1999,25.8,23.9,27.5,37.1,0,15.87,0
9/13/1999,25.6,24.6,,7.9,0,15.87,0
9/14/1999,28,24.7,,9.9,0,15.87,0
9/15/1999,28.2,,33,0,0,15.87,0
9/16/1999,29.8,25.8,33.6,15,0,15.87,0
9/17/1999,29.5,,33.7,0,0,15.87,0
9/18/1999,29.3,25.6,34,,0,15.87,0
9/19/1999,29.2,25.4,33.7,,0,15.87,0
9/20/1999,28.3,26.3,33.6,,0,15.87,0
9/21/1999,26.3,,,,0,15.87,0
9/22/1999,27.2,24.6,29.8,,0,15.87,0
9/23/1999,28.1,25.9,30.5,,0,15.87,0
9/24/1999,28.7,26.6,31.4,8.9,0,15.87,0
9/25/1999,28.2,26.4,32,0,0,15.87,0
9/26/1999,26.1,,30.3,1,0,15.87,0
9/27/1999,27,24.1,31.3,5.1,0,15.87,0
9/28/1999,28.3,24.8,32.2,0.5,0,15.87,0
9/29/1999,26.5,,31.1,0.8,0,15.87,0
9/30/1999,27.4,24.2,32.3,8.9,0,15.87,0
10/1/1999,28.2,24.4,32,0,0,15.87,0
10/2/1999,26.6,,32.5,,0,15.87,0
10/3/1999,26.6,24.9,32.3,,0,15.87,0
10/4/1999,25.9,,32.1,,0,15.87,0
10/5/1999,27.2,23.9,32.5,,0,15.87,0
10/6/1999,26.9,24.6,30.4,1,0,15.87,0
10/7/1999,26.6,,32.9,0,0,15.87,0
10/8/1999,28.4,24.6,33.2,0,0,15.87,0
10/9/1999,26.4,,33.8,,0,15.87,0
10/10/1999,27.6,23.5,32.6,0,0,15.87,0
10/11/1999,28.7,24.1,32.8,0,0,15.87,0
10/12/1999,28.1,24.2,33.6,0,0,15.87,0
10/13/1999,28.1,25,32.6,0,0,15.87,0
10/14/1999,26.2,,30.5,,0,15.87,0
10/15/1999,27.3,,33.1,0,0,15.87,0
10/16/1999,26.1,23.6,30.1,,0,15.87,0
10/17/1999,24.4,23,25.1,61,0,15.87,0
10/18/1999,26.1,23,,194.1,0,15.87,0
10/19/1999,26.6,,32.6,11.9,0,15.87,0
10/20/1999,27.9,24,31.3,0,0,15.87,0
10/21/1999,27.3,24.1,31.1,0,0,15.87,0
10/22/1999,26.9,,31.3,0,0,15.87,0
10/23/1999,25.4,24.2,29,,0,15.87,0
10/24/1999,26.6,,32.1,0,0,15.87,0
10/25/1999,26.8,23.8,32.1,0,0,15.87,0
10/26/1999,26.9,23.9,32,0,0,15.87,0
10/27/1999,25.5,22.6,30.6,0,0,15.87,0
10/28/1999,26.1,21.3,29.9,,0,15.87,0
10/29/1999,,,,,0,15.87,0
10/30/1999,,,,,0,15.87,0
10/31/1999,,,,,0,15.87,0
11/1/1999,,,,,0,15.87,0
11/2/1999,,,,,0,15.87,0
11/3/1999,,,,,0,15.87,0
11/4/1999,,,,,0,15.87,0
11/5/1999,,,,,0,15.87,0
11/6/1999,,,,,0,15.87,0
11/7/1999,29.9,23.1,32.6,,0,15.87,0
11/8/1999,,,,,0,15.87,0
11/9/1999,25.9,,32.3,0,0,15.87,0
11/10/1999,24.1,18.5,31.7,0,0,15.87,0
11/11/1999,23.4,16.3,30.6,0,0,15.87,0
11/12/1999,23.3,16.7,30.9,0,0,15.87,0
11/13/1999,23,16.5,30.3,0,0,15.87,0
11/14/1999,23,15.4,31.2,0,0,15.87,0
11/15/1999,21.9,16.3,,0,0,15.87,0
11/16/1999,24.2,,31.3,0,0,59.78,0
11/17/1999,24.3,19.3,30.6,0,0,59.78,0
11/18/1999,24.6,18.6,30.3,0,0,59.78,0
11/19/1999,23.1,18.1,,0,0,59.78,0
11/20/1999,21.8,16.9,29.7,0,0,59.78,0
11/21/1999,22.4,15.6,29.3,0,0,59.78,0
11/22/1999,23.3,17.4,28.6,0,0,59.78,0
11/23/1999,23.3,,,0,0,59.78,0
11/24/1999,22.7,15.1,29.1,0,0,59.78,0
11/25/1999,22.6,,,0,0,59.78,0
11/26/1999,23.1,17.5,29.6,0,0,59.78,0
11/27/1999,22.6,17.2,30.1,0,0,59.78,0
11/28/1999,22.5,17.3,29.2,0,0,59.78,0
11/29/1999,22.2,16.3,29.4,0,0,59.78,0
11/30/1999,22.2,,30.7,0,0,59.78,0
12/1/1999,19.8,15.2,29.1,0,0,59.78,0
12/2/1999,21.7,17.1,28.5,0,0,59.78,0
12/3/1999,22.4,15.5,29.3,0,0,59.78,0
12/4/1999,21.7,15.3,,,0,59.78,0
12/5/1999,21.8,15.5,28.9,0,0,59.78,0
12/6/1999,20.5,15,29,0,0,59.78,0
12/7/1999,20.9,,28.9,0,0,59.78,0
12/8/1999,21.4,14.5,,0,0,59.78,0
12/9/1999,22.7,16.8,28.6,0,0,59.78,0
12/10/1999,21.3,16.2,27.9,0,0,59.78,0
12/11/1999,21,16,27.8,0,0,59.78,0
12/12/1999,20,14,27.7,,0,59.78,0
12/13/1999,20.2,13.1,28.8,0,0,59.78,0
12/14/1999,20.7,14.4,28.5,0,0,59.78,0
12/15/1999,22.9,,28.8,0,0,59.78,0
12/16/1999,20.9,14.9,29.1,0,0,59.78,0
12/17/1999,19.9,13.3,28,0,0,59.78,0
12/18/1999,20.1,12.3,,0,0,59.78,0
12/19/1999,20.4,12.4,28,0,0,59.78,0
12/20/1999,21,14.4,28.4,0,0,59.78,0
12/21/1999,22.7,16.5,28.1,,0,59.78,0
12/22/1999,22.4,14.6,28.5,0,0,59.78,0
12/23/1999,21.9,14.7,,0,0,59.78,0
12/24/1999,22.2,,28.6,0,0,59.78,0
12/25/1999,,,,,0,59.78,0
12/26/1999,22.6,16.7,28.4,0,0,59.78,0
12/27/1999,21.9,18.1,29,0,0,59.78,0
12/28/1999,22.4,16.4,30,0,0,59.78,0
12/29/1999,22.4,18.1,28.3,,0,59.78,60
12/30/1999,22.3,17.9,29.5,0,0,59.78,60
12/31/1999,22.6,17.6,28.2,0,0,59.78,60
1/1/2000,21.2,,28.3,0,0,59.78,60
1/2/2000,18.6,13.5,27.3,0,0,59.78,60
1/3/2000,19.1,12.1,27.3,0,0,59.78,60
1/4/2000,19,12.9,27.1,0,0,59.78,60
1/5/2000,19.7,12,26.5,0,0,59.78,60
1/6/2000,20.2,11.1,26.5,0,0,59.78,60
1/7/2000,18.4,11.2,27.6,0,0,59.78,60
1/8/2000,19.3,11.4,28.3,0,0,59.78,60
1/9/2000,20.9,11.9,30.4,0,0,59.78,60
1/10/2000,21.1,14.3,30.3,0,0,59.78,60
1/11/2000,21.3,14.6,31.6,0,0,59.78,60
1/12/2000,21.7,13.7,32.1,0,0,59.78,60
1/13/2000,23.4,14.4,32.3,0,0,59.78,60
1/14/2000,22.8,15.1,,,0,59.78,60
1/15/2000,24.4,17.9,32.1,,0,59.78,60
1/16/2000,23.9,17,31.7,,0,59.78,60
1/17/2000,22.6,,29.1,,0,59.78,60
1/18/2000,22.1,16,28.9,,0,59.78,60
1/19/2000,20.1,13.4,,,0,59.78,60
1/20/2000,23.1,12.6,32.8,,0,59.78,60
1/21/2000,25.9,19,32.1,,0,59.78,60
1/22/2000,25.2,19.8,30.5,,0,59.78,60
1/23/2000,24.1,,31.2,,0,59.78,60
1/24/2000,23.6,,,,0,59.78,60
1/25/2000,23.6,12.6,29.5,,0,59.78,60
1/26/2000,21.6,,29.5,,0,59.78,60
1/27/2000,23.3,15.2,30.9,,0,59.78,60
1/28/2000,22.3,16.7,31.6,,0,59.78,60
1/29/2000,23.4,16,31.2,,0,59.78,60
1/30/2000,21.2,13.3,29.1,,0,59.78,60
1/31/2000,22.6,,30,,0,59.78,60
2/1/2000,22.2,16.5,29,,0,59.78,60
2/2/2000,22.9,16.2,30.3,,0,59.78,60
2/3/2000,25.2,,32.5,,0,59.78,60
2/4/2000,25.8,,32.1,,0,59.78,60
2/5/2000,25.9,20.7,32.4,,0,59.78,60
2/6/2000,25.7,21.6,29.6,,0,59.78,60
2/7/2000,24.5,21.2,30.1,0,0,59.78,60
2/8/2000,23.5,20.1,28.9,,0,59.78,60
2/9/2000,22.7,20.6,,0,0,59.78,60
2/10/2000,24.2,20,29.5,,0,59.78,60
2/11/2000,24.8,20.5,29.6,,0,59.78,60
2/12/2000,27.6,23,32.2,,0,59.78,60
2/13/2000,22.8,,26.2,1,0,59.78,60
2/14/2000,23.2,18.6,28,4.1,0,59.78,60
2/15/2000,22.8,16.8,29.1,0,0,59.78,60
2/16/2000,23.4,16.2,29.8,,0,59.78,60
2/17/2000,25.3,19.7,32.1,,0,59.78,60
2/18/2000,23.2,,26.6,0,0,59.78,60
2/19/2000,22,17.9,27,,0,59.78,60
2/20/2000,21.4,18.3,25,,0,59.78,60
2/21/2000,24.1,19.4,30.1,,0,59.78,60
2/22/2000,23.8,18.5,28.7,,0,59.78,60
2/23/2000,25.6,21.3,30.8,,0,59.78,60
2/24/2000,25.1,21.1,30.3,,0,59.78,60
2/25/2000,23.8,,29.5,,0,59.78,60
2/26/2000,22.5,19.5,28.1,0,0,59.78,60
2/27/2000,23.6,16.3,31.4,,0,59.78,60
2/28/2000,24.2,17.7,32.9,,0,59.78,60
2/29/2000,26.3,15.3,35.1,,0,59.78,60
3/1/2000,26.9,17.5,36.5,,0,59.78,60
3/2/2000,27.4,21,35.1,,0,59.78,60
3/3/2000,27.8,20.1,36,,0,59.78,60
3/4/2000,27.7,22,36,,0,59.78,60
3/5/2000,27.4,22.8,34.3,,0,59.78,60
3/6/2000,26.5,,35.1,,0,59.78,60
3/7/2000,27.8,,36,,0,59.78,60
3/8/2000,27.7,22.4,,,0,59.78,60
3/9/2000,28.1,16.8,34.8,,0,59.78,60
3/10/2000,28.1,20.1,35.7,,0,59.78,60
3/11/2000,27.8,21.9,35.6,,0,59.78,60
3/12/2000,28.3,25,,,0,59.78,60
3/13/2000,27.4,,,,0,59.78,60
3/14/2000,29.7,25.1,36.1,,0,59.78,60
3/15/2000,28,24.4,35,,0,59.78,60
3/16/2000,29.1,,36.2,,0,59.78,60
3/17/2000,26.4,20.8,35.1,,0,59.78,60
3/18/2000,28,,34.9,,0,59.78,60
3/19/2000,28.3,25.1,36.8,,0,59.78,60
3/20/2000,28.7,24.1,35.2,,0,59.78,60
3/21/2000,28.6,23.4,35.1,,0,59.78,60
3/22/2000,,,,,0,59.78,60
3/23/2000,,,,,0,59.78,60
3/24/2000,,,,,0,59.78,60
3/25/2000,27.8,21.9,34.8,,0,59.78,60
3/26/2000,28.6,22.7,35.8,,0,59.78,60
3/27/2000,29.3,21.1,35.1,,0,59.78,60
3/28/2000,28.7,20.5,35.5,,0,59.78,60
3/29/2000,28.9,22,37.7,,0,59.78,60
3/30/2000,28.8,23.1,36.3,,0,59.78,60
3/31/2000,29.3,23,35.2,,0,59.78,60
4/1/2000,29.4,24.1,37.1,,0,59.78,60
4/2/2000,29.9,25.7,37.7,,0,59.78,60
4/3/2000,30.2,26.3,37,,0,59.78,60
4/4/2000,30.3,26.4,37.1,,0,59.78,60
4/5/2000,30.2,26.7,36.1,,0,59.78,60
4/6/2000,31.1,26,38.5,,0,59.78,60
4/7/2000,29.4,26.5,36.4,,0,59.78,60
4/8/2000,30.7,26.4,36.9,,0,59.78,60
4/9/2000,30.7,25.8,37.7,,0,59.78,60
4/10/2000,31,,40,,0,59.78,60
4/11/2000,29.7,23.7,36.8,,0,59.78,60
4/12/2000,30.9,27.2,37.3,,0,59.78,60
4/13/2000,30.8,26.3,36.6,,0,59.78,60
4/14/2000,30.1,26.2,,,0,59.78,60
4/15/2000,29,,35.8,,0,59.78,60
4/16/2000,29.9,22.8,37.3,2,0,59.78,60
4/17/2000,28.2,,37,0,0,59.78,60
4/18/2000,29.6,19.6,35.8,27.9,0,59.78,60
4/19/2000,30.3,26.5,36.8,0,0,59.78,60
4/20/2000,31.1,26.4,36.7,,0,59.78,60
4/21/2000,31.1,26.6,37,,0,59.78,60
4/22/2000,29.1,,,,0,59.78,60
4/23/2000,29.6,,36.1,,0,59.78,60
4/24/2000,29.3,24.1,,,0,59.78,60
4/25/2000,29.9,25.3,35.2,,0,59.78,60
4/26/2000,31.2,28,36.4,,0,59.78,60
4/27/2000,28.3,,34.3,,0,59.78,60
4/28/2000,30.5,21.8,39.4,,0,59.78,60
4/29/2000,31.2,28.3,36.3,,0,59.78,60
4/30/2000,30.8,26.8,35.3,,0,59.78,60
5/1/2000,31.6,28.2,37.7,,0,59.78,60
5/2/2000,31.2,,37,,0,59.78,60
5/3/2000,28.6,,36.7,,0,59.78,60
5/4/2000,28.1,20.1,34.6,27.9,0,59.78,60
5/5/2000,30.3,25.7,34.8,0,0,59.78,60
5/6/2000,28.8,,,,0,59.78,60
5/7/2000,29.4,,35.7,,0,59.78,60
5/8/2000,30.1,24.5,36.3,,0,59.78,60
5/9/2000,30.4,26.3,36,,0,59.78,60
5/10/2000,30.6,26.6,37.6,,0,59.78,60
5/11/2000,30.9,,38.1,,0,59.78,60
5/12/2000,29,22.9,37.3,18,0,59.78,60
5/13/2000,32.1,25,39.3,0,0,59.78,60
5/14/2000,29.4,,40.1,,0,59.78,60
5/15/2000,29.2,25.5,39,,0,59.78,60
5/16/2000,29.9,,39.2,,0,59.78,60
5/17/2000,30.4,23.6,36.2,,0,59.78,60
5/18/2000,32.2,26.8,39.8,,0,59.78,60
5/19/2000,34.1,28.2,42.5,,0,59.78,60
